0	0
1	0
2	0
3	0.00324398920946772
4	0
5	0.000671491177703981
6	0.000505472723507148
7	0.00037696401311185
8	0
9	0.000437269683691344
10	0
11	0.000107683333122559
12	0.000190720001743996
13	0.000371267910868008
14	0.000141078968796432
15	6.96348805983144e-05
16	0.000170573959925696
17	0
18	0
19	0
20	0
21	5.77767795035553e-05
22	0.000230095769444569
23	0.00010942949647737
24	0.000218042744550259
25	0.000132785503216725
26	0.000116586054615967
27	0.000130221867872147
28	0
29	0
30	0.000140466624785429
31	0.000175566705368402
32	0.000192023762661276
33	0
34	0.000278723588830252
35	0
36	0
37	0
38	0
39	0
40	0
41	0.00029355424064599
42	0
43	0.000335317620398777
44	0.00129077642604127
45	0
46	0.0004440517189885
47	0.00113744771373259
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0.00229003188393772
56	0
57	0
58	0.00342924620728755
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
